,ID,Date,TEMP,pH,TURB,FECALCOLI,NO3N,TP,Label,WQI
5456,1992-01-21IND00037,1992-01-21,12.0,67.0,84.0,98.0,97.0,97.0,3,76.54838709677418
5457,1992-01-22IND00016,1992-01-22,12.0,82.0,57.0,98.0,97.0,98.0,3,75.83870967741935
5458,1992-01-22IND00033,1992-01-22,12.0,47.0,84.0,13.0,97.0,98.0,2,51.177419354838705
5459,1992-01-22IND00045,1992-01-22,15.0,67.0,62.0,98.0,97.0,95.0,3,73.96774193548386
5460,1992-01-23IND00014,1992-01-23,12.0,67.0,62.0,98.0,97.0,98.0,3,73.82258064516128
5461,1992-01-28IND00030,1992-01-28,12.0,67.0,57.0,98.0,97.0,98.0,3,73.1774193548387
5462,1992-01-28IND00036,1992-01-28,18.0,82.0,84.0,98.0,97.0,98.0,3,80.29032258064515
5463,1992-01-28IND00039,1992-01-28,12.0,67.0,53.0,98.0,97.0,98.0,3,72.66129032258064
5464,1992-01-29IND00010,1992-01-29,18.0,93.0,68.0,98.0,97.0,98.0,3,80.1774193548387
5465,1992-01-29IND00052,1992-01-29,18.0,82.0,68.0,98.0,97.0,90.0,3,77.32258064516127
5466,1992-01-30IND00009,1992-01-30,15.0,82.0,53.0,98.0,97.0,97.0,3,75.69354838709675
5467,1992-02-01IND00020,1992-02-01,10.0,90.0,84.0,27.0,97.0,98.0,2,62.09677419354838
5468,1992-02-01IND00021,1992-02-01,10.0,93.0,84.0,45.0,97.0,98.0,2,67.27419354838709
5469,1992-02-01IND00022,1992-02-01,12.0,90.0,84.0,27.0,97.0,98.0,2,62.41935483870967
5470,1992-02-03IND00003,1992-02-03,0.0,93.0,84.0,80.0,97.0,98.0,3,74.69354838709677
5471,1992-02-03IND00016,1992-02-03,12.0,67.0,62.0,98.0,97.0,98.0,3,73.82258064516128
5472,1992-02-04IND00002,1992-02-04,18.0,90.0,68.0,2.0,97.0,39.0,1,48.20967741935484
5473,1992-02-05IND00001,1992-02-05,21.0,93.0,84.0,8.0,97.0,98.0,2,59.49999999999999
5474,1992-02-05IND00015,1992-02-05,10.0,67.0,68.0,98.0,97.0,98.0,3,74.27419354838709
5475,1992-02-05IND00017,1992-02-05,10.0,8.0,84.0,27.0,97.0,98.0,1,47.548387096774185
5476,1992-02-05IND00019,1992-02-05,10.0,90.0,84.0,37.0,97.0,98.0,2,64.6774193548387
5477,1992-02-05IND00027,1992-02-05,12.0,67.0,68.0,98.0,97.0,98.0,3,74.59677419354837
5478,1992-02-05IND00044,1992-02-05,10.0,67.0,62.0,98.0,97.0,98.0,3,73.49999999999999
5479,1992-02-06IND00043,1992-02-06,10.0,93.0,84.0,27.0,97.0,98.0,2,62.629032258064505
5480,1992-02-06IND00050,1992-02-06,12.0,47.0,84.0,18.0,97.0,98.0,2,52.467741935483865
5481,1992-02-07IND00004,1992-02-07,12.0,47.0,76.0,27.0,97.0,98.0,2,53.75806451612902
5482,1992-02-07IND00005,1992-02-07,15.0,47.0,76.0,27.0,97.0,98.0,2,54.24193548387096
5483,1992-02-07IND00018,1992-02-07,10.0,92.0,84.0,37.0,97.0,98.0,2,65.03225806451611
5484,1992-02-07IND00028,1992-02-07,12.0,92.0,76.0,98.0,97.0,98.0,3,80.06451612903224
5485,1992-02-09IND00020,1992-02-09,10.0,90.0,84.0,53.0,97.0,98.0,2,68.80645161290322
5486,1992-02-10IND00011,1992-02-10,18.0,82.0,84.0,98.0,97.0,98.0,3,80.29032258064515
5487,1992-02-10IND00014,1992-02-10,12.0,67.0,68.0,98.0,97.0,98.0,3,74.59677419354837
5488,1992-02-10IND00025,1992-02-10,12.0,90.0,76.0,98.0,97.0,98.0,3,79.70967741935483
5489,1992-02-10IND00026,1992-02-10,12.0,82.0,62.0,98.0,97.0,98.0,3,76.48387096774192
5490,1992-02-10IND00031,1992-02-10,0.0,93.0,84.0,10.0,97.0,98.0,2,56.629032258064505
5491,1992-02-10IND00032,1992-02-10,0.0,82.0,84.0,71.0,97.0,98.0,3,70.41935483870967
5492,1992-02-11IND00012,1992-02-11,12.0,93.0,76.0,98.0,97.0,97.0,3,80.1290322580645
5493,1992-02-11IND00029,1992-02-11,12.0,47.0,68.0,10.0,97.0,98.0,1,48.338709677419345
5494,1992-02-11IND00030,1992-02-11,12.0,47.0,68.0,98.0,97.0,98.0,3,71.04838709677419
5495,1992-02-11IND00041,1992-02-11,15.0,47.0,76.0,10.0,97.0,98.0,1,49.85483870967741
5496,1992-02-12IND00023,1992-02-12,15.0,82.0,57.0,3.0,97.0,98.0,2,51.806451612903224
5497,1992-02-12IND00035,1992-02-12,12.0,93.0,84.0,18.0,97.0,98.0,2,60.6290322580645
5498,1992-02-12IND00042,1992-02-12,10.0,93.0,84.0,22.0,97.0,98.0,2,61.338709677419345
5499,1992-02-13IND00007,1992-02-13,15.0,67.0,68.0,27.0,97.0,98.0,2,56.75806451612903
5500,1992-02-13IND00037,1992-02-13,12.0,82.0,84.0,98.0,97.0,98.0,3,79.32258064516128
5501,1992-02-13IND00038,1992-02-13,12.0,82.0,84.0,8.0,97.0,98.0,2,56.09677419354838
5502,1992-02-13IND00047,1992-02-13,18.0,47.0,76.0,13.0,97.0,98.0,2,51.11290322580645
5503,1992-02-14IND00013,1992-02-14,10.0,67.0,62.0,98.0,97.0,98.0,3,73.49999999999999
5504,1992-02-14IND00033,1992-02-14,18.0,47.0,68.0,22.0,97.0,98.0,2,52.40322580645161
5505,1992-02-14IND00046,1992-02-14,18.0,47.0,84.0,80.0,97.0,98.0,2,69.43548387096774
5506,1992-02-17IND00034,1992-02-17,15.0,47.0,76.0,13.0,97.0,98.0,2,50.629032258064505
5507,1992-02-18IND00051,1992-02-18,10.0,47.0,84.0,18.0,97.0,98.0,2,52.14516129032257
5508,1992-02-19IND00039,1992-02-19,12.0,67.0,62.0,98.0,97.0,98.0,3,73.82258064516128
5509,1992-02-22IND00045,1992-02-22,15.0,90.0,57.0,98.0,97.0,95.0,3,77.4032258064516
5510,1992-02-23IND00010,1992-02-23,18.0,67.0,34.0,98.0,97.0,98.0,3,71.1774193548387
5511,1992-02-23IND00052,1992-02-23,18.0,67.0,45.0,98.0,97.0,60.0,2,68.30645161290322
5512,1992-02-24IND00009,1992-02-24,18.0,67.0,68.0,98.0,97.0,95.0,3,75.2258064516129
5513,1992-02-26IND00036,1992-02-26,18.0,82.0,84.0,98.0,97.0,98.0,3,80.29032258064515
5514,1992-03-03IND00020,1992-03-03,0.0,90.0,84.0,37.0,97.0,98.0,2,63.06451612903225
5515,1992-03-03IND00021,1992-03-03,0.0,93.0,84.0,45.0,97.0,98.0,2,65.66129032258064
5516,1992-03-03IND00022,1992-03-03,12.0,90.0,84.0,27.0,97.0,98.0,2,62.41935483870967
5517,1992-03-03IND00025,1992-03-03,10.0,47.0,53.0,98.0,97.0,98.0,2,68.79032258064515
5518,1992-03-03IND00026,1992-03-03,12.0,67.0,62.0,98.0,97.0,98.0,3,73.82258064516128
5519,1992-03-03IND00050,1992-03-03,10.0,67.0,84.0,18.0,97.0,98.0,2,55.69354838709677
5520,1992-03-04IND00003,1992-03-04,0.0,67.0,84.0,80.0,97.0,98.0,3,70.08064516129032
5521,1992-03-04IND00018,1992-03-04,10.0,92.0,84.0,18.0,97.0,98.0,2,60.129032258064505
5522,1992-03-05IND00002,1992-03-05,15.0,82.0,68.0,2.0,97.0,60.0,1,48.677419354838705
5523,1992-03-05IND00016,1992-03-05,10.0,67.0,53.0,98.0,97.0,98.0,3,72.33870967741935
5524,1992-03-05IND00017,1992-03-05,10.0,8.0,84.0,18.0,97.0,98.0,1,45.2258064516129
5525,1992-03-05IND00019,1992-03-05,10.0,90.0,84.0,53.0,97.0,98.0,2,68.80645161290322
5526,1992-03-06IND00014,1992-03-06,10.0,47.0,57.0,98.0,97.0,98.0,2,69.30645161290322
5527,1992-03-06IND00044,1992-03-06,15.0,67.0,84.0,98.0,97.0,98.0,3,77.14516129032256
5528,1992-03-07IND00001,1992-03-07,15.0,67.0,84.0,13.0,97.0,98.0,2,55.20967741935483
5529,1992-03-07IND00004,1992-03-07,12.0,67.0,76.0,63.0,97.0,98.0,2,66.59677419354837
5530,1992-03-07IND00005,1992-03-07,15.0,67.0,76.0,27.0,97.0,98.0,2,57.79032258064516
5531,1992-03-07IND00035,1992-03-07,10.0,93.0,84.0,22.0,97.0,98.0,2,61.338709677419345
5532,1992-03-07IND00042,1992-03-07,10.0,93.0,84.0,45.0,97.0,98.0,2,67.27419354838709
5533,1992-03-09IND00011,1992-03-09,18.0,67.0,84.0,98.0,97.0,98.0,3,77.62903225806451
5534,1992-03-09IND00041,1992-03-09,15.0,47.0,84.0,8.0,97.0,98.0,2,50.37096774193547
5535,1992-03-10IND00012,1992-03-10,12.0,90.0,84.0,98.0,97.0,98.0,3,80.74193548387096
5536,1992-03-10IND00045,1992-03-10,15.0,82.0,68.0,98.0,97.0,95.0,3,77.4032258064516
5537,1992-03-11IND00007,1992-03-11,12.0,67.0,76.0,53.0,97.0,98.0,2,64.01612903225806
5538,1992-03-11IND00030,1992-03-11,10.0,67.0,57.0,98.0,97.0,98.0,3,72.85483870967741
5539,1992-03-11IND00037,1992-03-11,12.0,67.0,84.0,98.0,97.0,98.0,3,76.66129032258064
5540,1992-03-11IND00043,1992-03-11,10.0,93.0,84.0,22.0,97.0,98.0,2,61.338709677419345
5541,1992-03-12IND00034,1992-03-12,15.0,47.0,84.0,8.0,97.0,98.0,2,50.37096774193547
5542,1992-03-12IND00036,1992-03-12,18.0,82.0,84.0,98.0,97.0,98.0,3,80.29032258064515
5543,1992-03-12IND00038,1992-03-12,0.0,47.0,76.0,10.0,97.0,98.0,1,47.43548387096774
5544,1992-03-12IND00047,1992-03-12,12.0,67.0,84.0,53.0,97.0,98.0,2,65.04838709677418
5545,1992-03-12IND00051,1992-03-12,10.0,67.0,84.0,10.0,97.0,98.0,2,53.629032258064505
5546,1992-03-13IND00046,1992-03-13,10.0,67.0,84.0,27.0,97.0,98.0,2,58.01612903225805
5547,1992-03-16IND00031,1992-03-16,0.0,47.0,84.0,13.0,97.0,98.0,1,49.24193548387096
5548,1992-03-16IND00032,1992-03-16,0.0,67.0,84.0,63.0,97.0,98.0,2,65.69354838709677
5549,1992-03-20IND00015,1992-03-20,12.0,90.0,62.0,98.0,97.0,98.0,3,77.9032258064516
5550,1992-03-20IND00039,1992-03-20,10.0,47.0,62.0,98.0,97.0,98.0,2,69.9516129032258
5551,1992-03-23IND00029,1992-03-23,10.0,67.0,76.0,8.0,97.0,98.0,2,52.08064516129031
5552,1992-03-27IND00006,1992-03-27,12.0,67.0,62.0,71.0,97.0,98.0,2,66.85483870967741
5553,1992-03-27IND00024,1992-03-27,0.0,93.0,68.0,27.0,97.0,98.0,2,58.9516129032258
5554,1992-03-27IND00028,1992-03-27,10.0,82.0,84.0,98.0,97.0,98.0,3,78.99999999999999
5555,1992-03-27IND00033,1992-03-27,15.0,67.0,48.0,10.0,97.0,98.0,1,49.79032258064515
5556,1992-03-28IND00009,1992-03-28,10.0,93.0,68.0,98.0,97.0,95.0,3,78.54838709677418
5557,1992-03-28IND00048,1992-03-28,15.0,90.0,62.0,27.0,97.0,98.0,2,60.06451612903225
5558,1992-03-29IND00010,1992-03-29,10.0,93.0,39.0,98.0,97.0,95.0,3,74.80645161290322
5559,1992-03-29IND00052,1992-03-29,10.0,93.0,48.0,98.0,97.0,97.0,3,76.19354838709677
5560,1992-04-01IND00003,1992-04-01,10.0,93.0,84.0,80.0,97.0,98.0,3,76.30645161290322
5561,1992-04-01IND00025,1992-04-01,0.0,47.0,57.0,98.0,97.0,98.0,2,67.69354838709675
5562,1992-04-01IND00026,1992-04-01,0.0,82.0,62.0,98.0,97.0,98.0,3,74.54838709677418
5563,1992-04-02IND00002,1992-04-02,12.0,82.0,53.0,2.0,97.0,98.0,2,50.548387096774185
5564,1992-04-02IND00038,1992-04-02,12.0,67.0,76.0,10.0,97.0,98.0,2,52.91935483870967
5565,1992-04-06IND00011,1992-04-06,0.0,19.0,84.0,98.0,97.0,97.0,2,66.09677419354837
5566,1992-04-06IND00051,1992-04-06,10.0,47.0,76.0,13.0,97.0,98.0,1,49.82258064516128
5567,1992-04-07IND00041,1992-04-07,15.0,47.0,68.0,10.0,97.0,98.0,1,48.82258064516128
5568,1992-04-08IND00001,1992-04-08,15.0,67.0,84.0,8.0,97.0,98.0,2,53.919354838709666
5569,1992-04-08IND00004,1992-04-08,10.0,47.0,68.0,27.0,97.0,98.0,2,52.40322580645161
5570,1992-04-08IND00005,1992-04-08,10.0,47.0,68.0,27.0,97.0,98.0,2,52.40322580645161
5571,1992-04-08IND00006,1992-04-08,0.0,67.0,76.0,45.0,97.0,98.0,2,60.01612903225806
5572,1992-04-08IND00012,1992-04-08,12.0,67.0,76.0,98.0,97.0,97.0,3,75.51612903225805
5573,1992-04-08IND00037,1992-04-08,12.0,67.0,84.0,98.0,97.0,98.0,3,76.66129032258064
5574,1992-04-08IND00045,1992-04-08,10.0,90.0,57.0,98.0,97.0,95.0,3,76.59677419354837
5575,1992-04-08IND00047,1992-04-08,12.0,67.0,84.0,37.0,97.0,98.0,2,60.91935483870967
5576,1992-04-09IND00015,1992-04-09,0.0,90.0,57.0,98.0,97.0,98.0,3,75.32258064516128
5577,1992-04-09IND00028,1992-04-09,15.0,47.0,84.0,98.0,97.0,98.0,3,73.59677419354838
5578,1992-04-09IND00036,1992-04-09,18.0,47.0,84.0,98.0,97.0,98.0,3,74.0806451612903
5579,1992-04-09IND00046,1992-04-09,12.0,67.0,84.0,45.0,97.0,98.0,2,62.98387096774192
5580,1992-04-10IND00007,1992-04-10,10.0,67.0,76.0,37.0,97.0,98.0,2,59.56451612903225
5581,1992-04-10IND00031,1992-04-10,0.0,67.0,84.0,10.0,97.0,98.0,2,52.01612903225806
5582,1992-04-10IND00032,1992-04-10,0.0,92.0,84.0,63.0,97.0,98.0,3,70.12903225806451
5583,1992-04-15IND00016,1992-04-15,10.0,82.0,57.0,98.0,97.0,98.0,3,75.51612903225805
5584,1992-04-20IND00034,1992-04-20,15.0,47.0,68.0,10.0,97.0,98.0,1,48.82258064516128
5585,1992-04-21IND00014,1992-04-21,0.0,67.0,68.0,98.0,97.0,98.0,3,72.66129032258064
5586,1992-04-21IND00029,1992-04-21,12.0,47.0,68.0,10.0,97.0,98.0,1,48.338709677419345
5587,1992-04-21IND00039,1992-04-21,0.0,19.0,57.0,98.0,97.0,98.0,2,62.7258064516129
5588,1992-04-22IND00023,1992-04-22,0.0,93.0,48.0,18.0,97.0,98.0,2,54.04838709677418
5589,1992-04-22IND00044,1992-04-22,15.0,67.0,68.0,98.0,97.0,98.0,3,75.08064516129032
5590,1992-04-24IND00050,1992-04-24,0.0,67.0,84.0,13.0,97.0,98.0,2,52.79032258064516
5591,1992-04-29IND00009,1992-04-29,0.0,90.0,68.0,98.0,97.0,95.0,3,76.4032258064516
5592,1992-04-29IND00010,1992-04-29,0.0,82.0,62.0,98.0,97.0,90.0,3,73.64516129032256
5593,1992-04-29IND00033,1992-04-29,12.0,47.0,84.0,27.0,97.0,98.0,2,54.79032258064515
5594,1992-04-29IND00048,1992-04-29,0.0,93.0,5.0,27.0,97.0,98.0,2,50.82258064516128
5595,1992-04-29IND00052,1992-04-29,0.0,67.0,76.0,98.0,97.0,60.0,2,69.4032258064516
5596,1992-04-30IND00024,1992-04-30,0.0,90.0,53.0,27.0,97.0,98.0,2,56.48387096774193
5597,1992-04-30IND00049,1992-04-30,0.0,93.0,5.0,22.0,97.0,98.0,1,49.53225806451612
5598,1992-05-04IND00016,1992-05-04,0.0,90.0,57.0,98.0,97.0,98.0,3,75.32258064516128
5599,1992-05-05IND00050,1992-05-05,0.0,67.0,84.0,27.0,97.0,98.0,2,56.4032258064516
5600,1992-05-06IND00007,1992-05-06,0.0,90.0,68.0,22.0,97.0,98.0,2,57.12903225806451
5601,1992-05-06IND00018,1992-05-06,10.0,92.0,84.0,22.0,97.0,98.0,2,61.16129032258064
5602,1992-05-06IND00020,1992-05-06,0.0,93.0,84.0,37.0,97.0,98.0,2,63.59677419354838
5603,1992-05-06IND00021,1992-05-06,0.0,90.0,84.0,37.0,97.0,98.0,2,63.06451612903225
5604,1992-05-06IND00022,1992-05-06,10.0,90.0,84.0,45.0,97.0,98.0,2,66.74193548387096
5605,1992-05-06IND00025,1992-05-06,10.0,47.0,62.0,98.0,97.0,98.0,2,69.9516129032258
5606,1992-05-06IND00026,1992-05-06,10.0,82.0,62.0,98.0,97.0,98.0,3,76.16129032258063
5607,1992-05-07IND00017,1992-05-07,10.0,90.0,84.0,27.0,97.0,98.0,2,62.09677419354838
5608,1992-05-07IND00019,1992-05-07,10.0,93.0,84.0,45.0,97.0,98.0,2,67.27419354838709
5609,1992-05-07IND00033,1992-05-07,0.0,47.0,84.0,53.0,97.0,98.0,2,59.56451612903225
5610,1992-05-08IND00002,1992-05-08,10.0,82.0,62.0,2.0,97.0,50.0,1,45.967741935483865
5611,1992-05-08IND00003,1992-05-08,0.0,82.0,84.0,80.0,97.0,98.0,3,72.74193548387096
5612,1992-05-08IND00004,1992-05-08,0.0,67.0,76.0,22.0,97.0,98.0,2,54.08064516129031
5613,1992-05-08IND00005,1992-05-08,0.0,67.0,68.0,27.0,97.0,98.0,2,54.33870967741935
5614,1992-05-08IND00011,1992-05-08,0.0,82.0,84.0,98.0,97.0,30.0,2,69.70967741935482
5615,1992-05-11IND00038,1992-05-11,0.0,82.0,84.0,18.0,97.0,98.0,2,56.74193548387096
5616,1992-05-11IND00047,1992-05-11,0.0,47.0,84.0,37.0,97.0,98.0,2,55.43548387096774
5617,1992-05-12IND00006,1992-05-12,0.0,82.0,76.0,53.0,97.0,98.0,2,64.74193548387096
5618,1992-05-12IND00034,1992-05-12,10.0,47.0,84.0,37.0,97.0,98.0,2,57.04838709677419
5619,1992-05-12IND00035,1992-05-12,10.0,92.0,84.0,18.0,97.0,98.0,2,60.129032258064505
5620,1992-05-12IND00039,1992-05-12,0.0,67.0,57.0,98.0,97.0,98.0,3,71.24193548387096
5621,1992-05-12IND00042,1992-05-12,10.0,93.0,84.0,45.0,97.0,98.0,2,67.27419354838709
5622,1992-05-12IND00046,1992-05-12,10.0,82.0,84.0,18.0,97.0,97.0,2,58.241935483870954
5623,1992-05-13IND00012,1992-05-13,12.0,92.0,84.0,98.0,97.0,50.0,3,75.6774193548387
5624,1992-05-13IND00028,1992-05-13,18.0,92.0,84.0,98.0,97.0,95.0,3,81.7258064516129
5625,1992-05-13IND00037,1992-05-13,10.0,92.0,84.0,98.0,97.0,97.0,3,80.66129032258063
5626,1992-05-14IND00014,1992-05-14,0.0,82.0,57.0,98.0,97.0,98.0,3,73.9032258064516
5627,1992-05-14IND00015,1992-05-14,0.0,92.0,62.0,98.0,97.0,98.0,3,76.32258064516128
5628,1992-05-14IND00031,1992-05-14,0.0,67.0,84.0,80.0,97.0,98.0,3,70.08064516129032
5629,1992-05-14IND00036,1992-05-14,12.0,90.0,84.0,98.0,97.0,97.0,3,80.62903225806451
5630,1992-05-14IND00043,1992-05-14,10.0,93.0,84.0,18.0,97.0,98.0,2,60.30645161290322
5631,1992-05-14IND00044,1992-05-14,15.0,67.0,76.0,98.0,97.0,98.0,3,76.11290322580645
5632,1992-05-15IND00041,1992-05-15,15.0,47.0,68.0,18.0,97.0,98.0,2,50.88709677419354
5633,1992-05-16IND00001,1992-05-16,12.0,67.0,84.0,45.0,97.0,98.0,2,62.98387096774192
5634,1992-05-19IND00051,1992-05-19,12.0,67.0,84.0,18.0,97.0,98.0,2,56.01612903225805
5635,1992-05-24IND00045,1992-05-24,0.0,67.0,76.0,98.0,97.0,97.0,3,73.5806451612903
5636,1992-05-26IND00009,1992-05-26,0.0,67.0,68.0,98.0,97.0,97.0,3,72.54838709677419
5637,1992-05-26IND00010,1992-05-26,0.0,93.0,53.0,98.0,97.0,95.0,3,74.99999999999999
5638,1992-05-26IND00029,1992-05-26,10.0,47.0,68.0,18.0,97.0,98.0,2,50.080645161290306
5639,1992-05-26IND00052,1992-05-26,10.0,67.0,57.0,98.0,97.0,95.0,3,72.51612903225805
5640,1992-05-28IND00023,1992-05-28,12.0,82.0,39.0,98.0,97.0,98.0,3,73.51612903225805
5641,1992-05-29IND00024,1992-05-29,0.0,82.0,57.0,8.0,97.0,98.0,2,50.677419354838705
5642,1992-05-30IND00048,1992-05-30,0.0,90.0,45.0,22.0,97.0,98.0,2,54.16129032258063
5643,1992-05-30IND00049,1992-05-30,0.0,92.0,5.0,10.0,97.0,98.0,1,46.258064516129025
5644,1992-06-01IND00003,1992-06-01,0.0,47.0,84.0,80.0,97.0,98.0,2,66.53225806451611
5645,1992-06-01IND00014,1992-06-01,0.0,82.0,57.0,98.0,97.0,98.0,3,73.9032258064516
5646,1992-06-02IND00002,1992-06-02,0.0,82.0,62.0,2.0,97.0,78.0,1,47.51612903225806
5647,1992-06-02IND00016,1992-06-02,0.0,90.0,53.0,98.0,97.0,98.0,3,74.80645161290322
5648,1992-06-03IND00045,1992-06-03,10.0,67.0,68.0,98.0,97.0,95.0,3,73.93548387096773
5649,1992-06-06IND00009,1992-06-06,0.0,93.0,57.0,98.0,97.0,98.0,3,75.85483870967741
5650,1992-06-07IND00012,1992-06-07,12.0,90.0,34.0,98.0,97.0,95.0,3,73.9516129032258
5651,1992-06-08IND00011,1992-06-08,0.0,90.0,68.0,98.0,97.0,95.0,3,76.4032258064516
5652,1992-06-09IND00004,1992-06-09,0.0,47.0,76.0,27.0,97.0,98.0,2,51.82258064516129
5653,1992-06-09IND00005,1992-06-09,0.0,47.0,68.0,27.0,97.0,98.0,2,50.79032258064515
5654,1992-06-09IND00006,1992-06-09,0.0,19.0,76.0,53.0,97.0,98.0,2,53.56451612903225
5655,1992-06-09IND00028,1992-06-09,12.0,90.0,84.0,98.0,97.0,97.0,3,80.62903225806451
5656,1992-06-09IND00034,1992-06-09,15.0,90.0,84.0,18.0,97.0,98.0,2,60.58064516129031
5657,1992-06-09IND00037,1992-06-09,12.0,90.0,62.0,98.0,97.0,97.0,3,77.79032258064515
5658,1992-06-09IND00046,1992-06-09,10.0,67.0,68.0,37.0,97.0,97.0,2,58.41935483870968
5659,1992-06-09IND00047,1992-06-09,0.0,47.0,68.0,18.0,97.0,98.0,1,48.46774193548386
5660,1992-06-10IND00007,1992-06-10,0.0,47.0,68.0,27.0,97.0,98.0,2,50.79032258064515
5661,1992-06-10IND00036,1992-06-10,12.0,90.0,76.0,98.0,97.0,95.0,3,79.37096774193547
5662,1992-06-11IND00001,1992-06-11,10.0,67.0,84.0,22.0,97.0,98.0,2,56.7258064516129
5663,1992-06-14IND00031,1992-06-14,0.0,67.0,84.0,18.0,97.0,98.0,2,54.08064516129031
5664,1992-06-18IND00025,1992-06-18,0.0,67.0,57.0,98.0,97.0,98.0,3,71.24193548387096
5665,1992-06-18IND00026,1992-06-18,0.0,67.0,57.0,98.0,97.0,98.0,3,71.24193548387096
5666,1992-06-18IND00041,1992-06-18,18.0,67.0,84.0,18.0,97.0,98.0,2,56.98387096774192
5667,1992-06-19IND00038,1992-06-19,15.0,67.0,45.0,18.0,97.0,98.0,2,51.467741935483865
5668,1992-06-20IND00023,1992-06-20,10.0,82.0,48.0,98.0,97.0,98.0,3,74.35483870967741
5669,1992-06-21IND00010,1992-06-21,12.0,90.0,5.0,98.0,97.0,97.0,3,70.43548387096773
5670,1992-06-21IND00052,1992-06-21,0.0,90.0,57.0,98.0,97.0,97.0,3,75.20967741935483
5671,1992-06-23IND00013,1992-06-23,12.0,47.0,53.0,98.0,97.0,98.0,2,69.11290322580645
5672,1992-06-23IND00039,1992-06-23,0.0,92.0,53.0,98.0,97.0,98.0,3,75.16129032258064
5673,1992-06-23IND00044,1992-06-23,15.0,67.0,84.0,98.0,97.0,98.0,3,77.14516129032256
5674,1992-06-25IND00029,1992-06-25,15.0,47.0,57.0,80.0,97.0,98.0,2,65.46774193548387
5675,1992-06-28IND00015,1992-06-28,0.0,67.0,57.0,98.0,97.0,98.0,3,71.24193548387096
5676,1992-06-29IND00024,1992-06-29,0.0,82.0,22.0,18.0,97.0,98.0,1,48.74193548387096
5677,1992-06-29IND00033,1992-06-29,18.0,47.0,84.0,18.0,97.0,98.0,2,53.43548387096774
5678,1992-06-30IND00048,1992-06-30,0.0,93.0,25.0,2.0,97.0,98.0,1,46.9516129032258
5679,1992-06-30IND00049,1992-06-30,0.0,55.0,5.0,10.0,97.0,98.0,1,39.69354838709677
5680,1992-07-03IND00003,1992-07-03,10.0,67.0,84.0,80.0,97.0,98.0,3,71.69354838709677
5681,1992-07-04IND00035,1992-07-04,12.0,90.0,84.0,45.0,97.0,98.0,2,67.06451612903224
5682,1992-07-04IND00042,1992-07-04,12.0,92.0,84.0,27.0,97.0,98.0,2,62.77419354838709
5683,1992-07-06IND00002,1992-07-06,10.0,67.0,68.0,2.0,97.0,78.0,1,47.24193548387097
5684,1992-07-06IND00011,1992-07-06,0.0,93.0,76.0,98.0,97.0,97.0,3,78.19354838709677
5685,1992-07-06IND00034,1992-07-06,10.0,47.0,53.0,27.0,97.0,98.0,2,50.46774193548386
5686,1992-07-07IND00005,1992-07-07,0.0,47.0,48.0,18.0,97.0,98.0,1,45.887096774193544
5687,1992-07-07IND00006,1992-07-07,0.0,67.0,76.0,53.0,97.0,98.0,2,62.08064516129031
5688,1992-07-07IND00018,1992-07-07,15.0,90.0,84.0,27.0,97.0,98.0,2,62.9032258064516
5689,1992-07-07IND00028,1992-07-07,10.0,93.0,68.0,98.0,97.0,95.0,3,78.54838709677418
5690,1992-07-08IND00016,1992-07-08,0.0,47.0,53.0,98.0,97.0,98.0,2,67.17741935483869
5691,1992-07-08IND00020,1992-07-08,12.0,92.0,84.0,27.0,97.0,98.0,2,62.77419354838709
5692,1992-07-08IND00021,1992-07-08,10.0,92.0,84.0,22.0,97.0,98.0,2,61.16129032258064
5693,1992-07-08IND00022,1992-07-08,10.0,90.0,84.0,22.0,97.0,98.0,2,60.80645161290322
5694,1992-07-08IND00037,1992-07-08,0.0,90.0,76.0,98.0,97.0,95.0,3,77.43548387096773
5695,1992-07-08IND00038,1992-07-08,12.0,67.0,84.0,22.0,97.0,98.0,2,57.04838709677418
5696,1992-07-09IND00007,1992-07-09,0.0,67.0,5.0,27.0,97.0,98.0,1,46.209677419354826
5697,1992-07-09IND00012,1992-07-09,10.0,90.0,84.0,98.0,97.0,97.0,3,80.30645161290322
5698,1992-07-09IND00014,1992-07-09,10.0,90.0,53.0,98.0,97.0,98.0,3,76.41935483870967
5699,1992-07-09IND00017,1992-07-09,12.0,90.0,84.0,22.0,97.0,98.0,2,61.129032258064505
5700,1992-07-09IND00019,1992-07-09,12.0,92.0,84.0,27.0,97.0,98.0,2,62.77419354838709
5701,1992-07-09IND00025,1992-07-09,10.0,92.0,48.0,98.0,97.0,98.0,3,76.12903225806451
5702,1992-07-09IND00026,1992-07-09,0.0,90.0,62.0,98.0,97.0,98.0,3,75.96774193548386
5703,1992-07-09IND00036,1992-07-09,10.0,92.0,68.0,98.0,97.0,97.0,3,78.59677419354837
5704,1992-07-09IND00041,1992-07-09,18.0,67.0,76.0,22.0,97.0,98.0,2,56.98387096774192
5705,1992-07-09IND00046,1992-07-09,10.0,82.0,22.0,45.0,97.0,97.0,2,57.209677419354826
5706,1992-07-09IND00047,1992-07-09,12.0,67.0,39.0,45.0,97.0,98.0,2,57.177419354838705
5707,1992-07-10IND00001,1992-07-10,10.0,67.0,76.0,13.0,97.0,98.0,2,53.37096774193548
5708,1992-07-10IND00004,1992-07-10,0.0,19.0,76.0,45.0,97.0,98.0,2,51.49999999999999
