,ID,Date,TEMP,pH,TURB,FECALCOLI,NO3N,TP,Label,WQI
3951,1989-03-09IND00038,1989-03-09,12.0,67.0,68.0,18.0,97.0,98.0,2,53.9516129032258
3952,1989-03-10IND00002,1989-03-10,12.0,82.0,39.0,2.0,97.0,98.0,1,48.74193548387096
3953,1989-03-10IND00003,1989-03-10,12.0,67.0,76.0,71.0,97.0,98.0,2,68.66129032258064
3954,1989-03-10IND00020,1989-03-10,0.0,90.0,84.0,37.0,97.0,98.0,2,63.06451612903225
3955,1989-03-10IND00021,1989-03-10,0.0,90.0,84.0,45.0,97.0,98.0,2,65.12903225806451
3956,1989-03-10IND00022,1989-03-10,12.0,93.0,84.0,45.0,97.0,98.0,2,67.59677419354837
3957,1989-03-14IND00007,1989-03-14,12.0,67.0,84.0,18.0,97.0,98.0,2,56.01612903225805
3958,1989-03-14IND00008,1989-03-14,15.0,67.0,84.0,98.0,97.0,97.0,3,77.03225806451611
3959,1989-03-14IND00009,1989-03-14,15.0,90.0,53.0,98.0,97.0,98.0,3,77.2258064516129
3960,1989-03-14IND00010,1989-03-14,15.0,67.0,48.0,98.0,97.0,97.0,3,72.38709677419354
3961,1989-03-14IND00012,1989-03-14,18.0,67.0,84.0,80.0,97.0,97.0,3,72.87096774193547
3962,1989-03-14IND00015,1989-03-14,12.0,90.0,62.0,98.0,97.0,98.0,3,77.9032258064516
3963,1989-03-14IND00035,1989-03-14,10.0,93.0,84.0,27.0,97.0,98.0,2,62.629032258064505
3964,1989-03-14IND00042,1989-03-14,10.0,93.0,84.0,22.0,97.0,98.0,2,61.338709677419345
3965,1989-03-15IND00017,1989-03-15,10.0,55.0,84.0,22.0,97.0,98.0,2,54.59677419354838
3966,1989-03-15IND00019,1989-03-15,10.0,90.0,84.0,27.0,97.0,98.0,2,62.09677419354838
3967,1989-03-17IND00027,1989-03-17,12.0,90.0,76.0,98.0,97.0,98.0,3,79.70967741935483
3968,1989-03-18IND00044,1989-03-18,18.0,67.0,62.0,98.0,97.0,98.0,3,74.79032258064514
3969,1989-03-22IND00029,1989-03-22,12.0,67.0,68.0,13.0,97.0,98.0,2,52.66129032258065
3970,1989-03-27IND00033,1989-03-27,10.0,67.0,68.0,27.0,97.0,98.0,2,55.95161290322581
3971,1989-03-28IND00050,1989-03-28,0.0,82.0,76.0,18.0,97.0,98.0,2,55.709677419354826
3972,1989-03-28IND00051,1989-03-28,0.0,67.0,84.0,8.0,97.0,98.0,2,51.49999999999999
3973,1989-03-29IND00034,1989-03-29,0.0,67.0,62.0,13.0,97.0,98.0,1,49.951612903225794
3974,1989-03-29IND00041,1989-03-29,0.0,67.0,68.0,27.0,97.0,98.0,2,54.33870967741935
3975,1989-03-31IND00016,1989-03-31,12.0,90.0,76.0,98.0,97.0,98.0,3,79.70967741935483
3976,1989-03-31IND00039,1989-03-31,10.0,67.0,62.0,98.0,97.0,98.0,3,73.49999999999999
3977,1989-04-01IND00023,1989-04-01,12.0,93.0,84.0,98.0,97.0,98.0,3,81.27419354838709
3978,1989-04-03IND00048,1989-04-03,12.0,67.0,39.0,98.0,97.0,98.0,3,70.85483870967741
3979,1989-04-03IND00049,1989-04-03,12.0,8.0,5.0,5.0,97.0,98.0,1,31.999999999999993
3980,1989-04-04IND00024,1989-04-04,12.0,82.0,84.0,8.0,97.0,98.0,2,56.09677419354838
3981,1989-04-05IND00017,1989-04-05,0.0,55.0,84.0,37.0,97.0,98.0,2,56.85483870967741
3982,1989-04-05IND00019,1989-04-05,10.0,55.0,84.0,45.0,97.0,98.0,2,60.53225806451612
3983,1989-04-05IND00044,1989-04-05,12.0,67.0,57.0,98.0,97.0,98.0,3,73.1774193548387
3984,1989-04-06IND00031,1989-04-06,0.0,67.0,84.0,27.0,97.0,98.0,2,56.4032258064516
3985,1989-04-07IND00020,1989-04-07,0.0,90.0,84.0,37.0,97.0,98.0,2,63.06451612903225
3986,1989-04-07IND00021,1989-04-07,0.0,90.0,84.0,37.0,97.0,98.0,2,63.06451612903225
3987,1989-04-07IND00022,1989-04-07,10.0,93.0,84.0,53.0,97.0,98.0,2,69.33870967741935
3988,1989-04-08IND00011,1989-04-08,18.0,67.0,84.0,98.0,97.0,95.0,3,77.29032258064515
3989,1989-04-10IND00018,1989-04-10,0.0,90.0,84.0,45.0,97.0,98.0,2,65.12903225806451
3990,1989-04-10IND00028,1989-04-10,12.0,93.0,84.0,98.0,97.0,90.0,3,80.37096774193547
3991,1989-04-10IND00036,1989-04-10,10.0,93.0,84.0,98.0,97.0,90.0,3,80.04838709677418
3992,1989-04-10IND00037,1989-04-10,10.0,93.0,84.0,98.0,97.0,2.0,3,70.11290322580643
3993,1989-04-10IND00047,1989-04-10,12.0,67.0,76.0,80.0,97.0,98.0,3,70.98387096774194
3994,1989-04-11IND00004,1989-04-11,12.0,47.0,76.0,5.0,97.0,98.0,1,48.08064516129032
3995,1989-04-11IND00005,1989-04-11,12.0,47.0,76.0,5.0,97.0,98.0,1,48.08064516129032
3996,1989-04-11IND00012,1989-04-11,10.0,82.0,84.0,98.0,97.0,90.0,3,78.09677419354837
3997,1989-04-11IND00043,1989-04-11,0.0,92.0,84.0,37.0,97.0,98.0,2,63.419354838709666
3998,1989-04-11IND00046,1989-04-11,12.0,82.0,84.0,80.0,97.0,98.0,3,74.67741935483869
3999,1989-04-12IND00001,1989-04-12,15.0,67.0,68.0,27.0,97.0,98.0,2,56.75806451612903
4000,1989-04-12IND00008,1989-04-12,15.0,93.0,39.0,98.0,97.0,95.0,3,75.61290322580645
4001,1989-04-12IND00009,1989-04-12,12.0,93.0,62.0,98.0,97.0,98.0,3,78.43548387096773
4002,1989-04-12IND00010,1989-04-12,12.0,92.0,57.0,98.0,97.0,90.0,3,76.70967741935483
4003,1989-04-12IND00013,1989-04-12,12.0,67.0,57.0,98.0,97.0,98.0,3,73.1774193548387
4004,1989-04-12IND00050,1989-04-12,10.0,67.0,76.0,13.0,97.0,98.0,2,53.37096774193548
4005,1989-04-12IND00051,1989-04-12,0.0,82.0,76.0,8.0,97.0,98.0,2,53.129032258064505
4006,1989-04-13IND00002,1989-04-13,10.0,47.0,39.0,2.0,97.0,26.0,1,34.08064516129032
4007,1989-04-13IND00003,1989-04-13,12.0,47.0,76.0,53.0,97.0,98.0,2,60.467741935483865
4008,1989-04-13IND00007,1989-04-13,10.0,47.0,68.0,5.0,97.0,98.0,1,46.7258064516129
4009,1989-04-13IND00035,1989-04-13,10.0,92.0,84.0,27.0,97.0,98.0,2,62.451612903225794
4010,1989-04-13IND00042,1989-04-13,0.0,92.0,84.0,22.0,97.0,98.0,2,59.548387096774185
4011,1989-04-14IND00014,1989-04-14,10.0,67.0,62.0,98.0,97.0,98.0,3,73.49999999999999
4012,1989-04-17IND00015,1989-04-17,12.0,90.0,68.0,98.0,97.0,98.0,3,78.6774193548387
4013,1989-04-17IND00025,1989-04-17,12.0,67.0,62.0,98.0,97.0,98.0,3,73.82258064516128
4014,1989-04-17IND00026,1989-04-17,12.0,67.0,76.0,98.0,97.0,98.0,3,75.6290322580645
4015,1989-04-19IND00033,1989-04-19,0.0,47.0,68.0,27.0,97.0,98.0,2,50.79032258064515
4016,1989-04-21IND00034,1989-04-21,18.0,47.0,57.0,27.0,97.0,98.0,2,52.274193548387096
4017,1989-04-21IND00041,1989-04-21,0.0,47.0,62.0,13.0,97.0,98.0,1,46.4032258064516
4018,1989-04-24IND00038,1989-04-24,12.0,67.0,62.0,13.0,97.0,98.0,2,51.887096774193544
4019,1989-04-25IND00039,1989-04-25,10.0,47.0,57.0,98.0,97.0,98.0,2,69.30645161290322
4020,1989-04-26IND00016,1989-04-26,12.0,93.0,76.0,98.0,97.0,98.0,3,80.24193548387096
4021,1989-04-26IND00027,1989-04-26,12.0,90.0,76.0,98.0,97.0,98.0,3,79.70967741935483
4022,1989-04-28IND00029,1989-04-28,10.0,67.0,62.0,13.0,97.0,98.0,2,51.564516129032256
4023,1989-04-28IND00045,1989-04-28,15.0,93.0,53.0,98.0,97.0,95.0,3,77.41935483870967
4024,1989-05-01IND00044,1989-05-01,0.0,67.0,84.0,98.0,97.0,90.0,3,73.82258064516127
4025,1989-05-02IND00028,1989-05-02,12.0,67.0,84.0,98.0,97.0,97.0,3,76.54838709677418
4026,1989-05-03IND00008,1989-05-03,15.0,90.0,68.0,98.0,97.0,90.0,3,78.25806451612901
4027,1989-05-03IND00009,1989-05-03,15.0,90.0,76.0,98.0,97.0,98.0,3,80.19354838709675
4028,1989-05-03IND00010,1989-05-03,15.0,67.0,68.0,98.0,97.0,97.0,3,74.96774193548386
4029,1989-05-03IND00020,1989-05-03,0.0,90.0,84.0,37.0,97.0,98.0,2,63.06451612903225
4030,1989-05-03IND00021,1989-05-03,0.0,4.0,84.0,37.0,97.0,98.0,1,47.80645161290322
4031,1989-05-03IND00022,1989-05-03,0.0,90.0,84.0,45.0,97.0,98.0,2,65.12903225806451
4032,1989-05-04IND00038,1989-05-04,10.0,67.0,76.0,27.0,97.0,98.0,2,56.983870967741936
4033,1989-05-08IND00018,1989-05-08,0.0,93.0,84.0,27.0,97.0,98.0,2,61.01612903225805
4034,1989-05-10IND00001,1989-05-10,12.0,47.0,68.0,27.0,97.0,95.0,2,52.387096774193544
4035,1989-05-10IND00007,1989-05-10,0.0,47.0,68.0,5.0,97.0,98.0,1,45.11290322580644
4036,1989-05-10IND00012,1989-05-10,10.0,67.0,84.0,98.0,97.0,95.0,3,75.99999999999999
4037,1989-05-10IND00031,1989-05-10,12.0,67.0,76.0,18.0,97.0,98.0,2,54.98387096774193
4038,1989-05-10IND00050,1989-05-10,0.0,67.0,76.0,27.0,97.0,98.0,2,55.37096774193547
4039,1989-05-10IND00051,1989-05-10,0.0,67.0,84.0,13.0,97.0,98.0,2,52.79032258064516
4040,1989-05-11IND00002,1989-05-11,10.0,47.0,53.0,2.0,97.0,26.0,1,35.887096774193544
4041,1989-05-11IND00003,1989-05-11,12.0,47.0,68.0,80.0,97.0,98.0,2,66.4032258064516
4042,1989-05-11IND00004,1989-05-11,0.0,47.0,76.0,13.0,97.0,98.0,1,48.20967741935483
4043,1989-05-11IND00005,1989-05-11,0.0,47.0,68.0,5.0,97.0,98.0,1,45.11290322580644
4044,1989-05-11IND00013,1989-05-11,10.0,67.0,62.0,98.0,97.0,98.0,3,73.49999999999999
4045,1989-05-11IND00014,1989-05-11,10.0,90.0,68.0,98.0,97.0,98.0,3,78.35483870967741
4046,1989-05-11IND00035,1989-05-11,10.0,93.0,84.0,45.0,97.0,98.0,2,67.27419354838709
4047,1989-05-11IND00036,1989-05-11,0.0,67.0,84.0,98.0,97.0,95.0,3,74.38709677419354
4048,1989-05-11IND00037,1989-05-11,10.0,67.0,84.0,98.0,97.0,97.0,3,76.22580645161288
4049,1989-05-11IND00042,1989-05-11,0.0,93.0,84.0,53.0,97.0,98.0,2,67.7258064516129
4050,1989-05-11IND00045,1989-05-11,0.0,90.0,76.0,98.0,97.0,98.0,3,77.77419354838707
4051,1989-05-11IND00047,1989-05-11,10.0,67.0,84.0,13.0,97.0,98.0,2,54.40322580645161
4052,1989-05-12IND00017,1989-05-12,0.0,90.0,84.0,45.0,97.0,98.0,2,65.12903225806451
4053,1989-05-12IND00019,1989-05-12,10.0,90.0,84.0,53.0,97.0,98.0,2,68.80645161290322
4054,1989-05-12IND00046,1989-05-12,12.0,67.0,84.0,27.0,97.0,98.0,2,58.338709677419345
4055,1989-05-15IND00043,1989-05-15,0.0,90.0,84.0,45.0,97.0,98.0,2,65.12903225806451
4056,1989-05-16IND00016,1989-05-16,10.0,93.0,76.0,98.0,97.0,98.0,3,79.91935483870967
4057,1989-05-17IND00034,1989-05-17,10.0,47.0,76.0,98.0,97.0,98.0,3,71.75806451612902
4058,1989-05-17IND00041,1989-05-17,12.0,47.0,76.0,98.0,97.0,98.0,3,72.0806451612903
4059,1989-05-18IND00025,1989-05-18,10.0,82.0,68.0,98.0,97.0,98.0,3,76.93548387096773
4060,1989-05-20IND00011,1989-05-20,18.0,67.0,84.0,98.0,97.0,95.0,3,77.29032258064515
4061,1989-05-20IND00026,1989-05-20,10.0,82.0,76.0,98.0,97.0,98.0,3,77.96774193548386
4062,1989-05-21IND00015,1989-05-21,10.0,90.0,68.0,98.0,97.0,98.0,3,78.35483870967741
4063,1989-05-24IND00039,1989-05-24,0.0,67.0,62.0,98.0,97.0,98.0,3,71.88709677419354
4064,1989-05-25IND00029,1989-05-25,10.0,47.0,68.0,13.0,97.0,98.0,1,48.79032258064515
4065,1989-05-26IND00033,1989-05-26,18.0,47.0,76.0,22.0,97.0,98.0,2,53.43548387096774
4066,1989-05-27IND00027,1989-05-27,10.0,93.0,76.0,98.0,97.0,98.0,3,79.91935483870967
4067,1989-05-29IND00024,1989-05-29,0.0,82.0,45.0,8.0,97.0,98.0,1,49.12903225806451
4068,1989-05-30IND00023,1989-05-30,0.0,67.0,68.0,5.0,97.0,98.0,1,48.66129032258064
4069,1989-05-30IND00048,1989-05-30,0.0,67.0,76.0,8.0,97.0,98.0,2,50.46774193548386
4070,1989-05-30IND00049,1989-05-30,0.0,93.0,22.0,8.0,97.0,98.0,1,48.11290322580644
4071,1989-06-02IND00004,1989-06-02,0.0,47.0,68.0,13.0,97.0,98.0,1,47.177419354838705
4072,1989-06-02IND00005,1989-06-02,0.0,47.0,76.0,5.0,97.0,97.0,1,46.03225806451612
4073,1989-06-02IND00014,1989-06-02,0.0,82.0,57.0,98.0,97.0,98.0,3,73.9032258064516
4074,1989-06-05IND00013,1989-06-05,0.0,67.0,53.0,98.0,97.0,98.0,3,70.7258064516129
4075,1989-06-06IND00017,1989-06-06,10.0,90.0,84.0,18.0,97.0,98.0,2,59.77419354838709
4076,1989-06-06IND00019,1989-06-06,12.0,92.0,84.0,37.0,97.0,98.0,2,65.35483870967741
4077,1989-06-07IND00007,1989-06-07,12.0,47.0,17.0,5.0,97.0,98.0,1,40.46774193548387
4078,1989-06-07IND00018,1989-06-07,12.0,93.0,84.0,27.0,97.0,98.0,2,62.9516129032258
4079,1989-06-07IND00028,1989-06-07,15.0,67.0,5.0,98.0,97.0,97.0,2,66.83870967741935
4080,1989-06-07IND00047,1989-06-07,0.0,67.0,84.0,13.0,97.0,98.0,2,52.79032258064516
4081,1989-06-08IND00046,1989-06-08,10.0,67.0,84.0,53.0,97.0,98.0,2,64.7258064516129
4082,1989-06-09IND00020,1989-06-09,18.0,93.0,84.0,27.0,97.0,98.0,2,63.91935483870967
4083,1989-06-09IND00021,1989-06-09,15.0,93.0,84.0,27.0,97.0,98.0,2,63.43548387096773
4084,1989-06-09IND00022,1989-06-09,15.0,93.0,84.0,45.0,97.0,98.0,2,68.0806451612903
4085,1989-06-12IND00025,1989-06-12,0.0,67.0,57.0,98.0,97.0,98.0,3,71.24193548387096
4086,1989-06-12IND00026,1989-06-12,0.0,90.0,76.0,98.0,97.0,98.0,3,77.77419354838707
4087,1989-06-12IND00036,1989-06-12,12.0,90.0,53.0,98.0,97.0,97.0,3,76.62903225806451
4088,1989-06-12IND00037,1989-06-12,15.0,67.0,34.0,98.0,97.0,98.0,3,70.69354838709677
4089,1989-06-12IND00038,1989-06-12,12.0,67.0,68.0,8.0,97.0,98.0,2,51.37096774193548
4090,1989-06-12IND00043,1989-06-12,12.0,93.0,84.0,22.0,97.0,98.0,2,61.661290322580626
4091,1989-06-13IND00012,1989-06-13,12.0,82.0,76.0,98.0,97.0,97.0,3,78.17741935483869
4092,1989-06-13IND00031,1989-06-13,12.0,47.0,62.0,10.0,97.0,98.0,1,47.564516129032256
4093,1989-06-13IND00041,1989-06-13,12.0,67.0,68.0,10.0,97.0,98.0,2,51.887096774193544
4094,1989-06-14IND00001,1989-06-14,12.0,67.0,62.0,27.0,97.0,98.0,2,55.49999999999999
4095,1989-06-14IND00035,1989-06-14,12.0,93.0,57.0,18.0,97.0,98.0,2,57.14516129032257
4096,1989-06-14IND00042,1989-06-14,15.0,93.0,68.0,18.0,97.0,98.0,2,59.048387096774185
4097,1989-06-15IND00002,1989-06-15,0.0,82.0,62.0,2.0,97.0,26.0,1,41.64516129032258
4098,1989-06-15IND00003,1989-06-15,10.0,82.0,62.0,98.0,97.0,98.0,3,76.16129032258063
4099,1989-06-15IND00033,1989-06-15,12.0,67.0,76.0,22.0,97.0,98.0,2,56.016129032258064
4100,1989-06-15IND00034,1989-06-15,12.0,47.0,76.0,10.0,97.0,98.0,1,49.37096774193547
4101,1989-06-15IND00050,1989-06-15,10.0,67.0,76.0,10.0,97.0,98.0,2,52.59677419354838
4102,1989-06-15IND00051,1989-06-15,10.0,47.0,84.0,10.0,97.0,98.0,2,50.08064516129031
4103,1989-06-18IND00039,1989-06-18,0.0,90.0,57.0,98.0,97.0,98.0,3,75.32258064516128
4104,1989-06-19IND00011,1989-06-19,18.0,47.0,84.0,98.0,97.0,97.0,3,73.96774193548386
4105,1989-06-20IND00015,1989-06-20,0.0,90.0,68.0,98.0,97.0,98.0,3,76.74193548387095
4106,1989-06-22IND00044,1989-06-22,12.0,90.0,84.0,98.0,97.0,98.0,3,80.74193548387096
4107,1989-06-23IND00016,1989-06-23,0.0,92.0,76.0,98.0,97.0,98.0,3,78.1290322580645
4108,1989-06-26IND00008,1989-06-26,89.0,93.0,45.0,98.0,97.0,90.0,3,87.75806451612904
4109,1989-06-26IND00009,1989-06-26,89.0,90.0,34.0,98.0,97.0,90.0,3,85.80645161290322
4110,1989-06-26IND00010,1989-06-26,89.0,93.0,28.0,98.0,97.0,90.0,3,85.56451612903226
4111,1989-06-26IND00024,1989-06-26,0.0,90.0,84.0,98.0,97.0,98.0,3,78.80645161290322
4112,1989-06-27IND00048,1989-06-27,0.0,82.0,84.0,98.0,97.0,98.0,3,77.38709677419352
4113,1989-06-27IND00049,1989-06-27,0.0,82.0,84.0,98.0,97.0,98.0,3,77.38709677419352
4114,1989-06-28IND00029,1989-06-28,12.0,47.0,62.0,8.0,97.0,98.0,1,47.048387096774185
4115,1989-06-30IND00045,1989-06-30,89.0,82.0,84.0,98.0,97.0,95.0,4,91.4032258064516
4116,1989-07-05IND00013,1989-07-05,10.0,67.0,5.0,98.0,97.0,98.0,2,66.14516129032258
4117,1989-07-05IND00031,1989-07-05,12.0,67.0,76.0,22.0,97.0,98.0,2,56.016129032258064
4118,1989-07-06IND00020,1989-07-06,10.0,93.0,84.0,18.0,97.0,98.0,2,60.30645161290322
4119,1989-07-06IND00021,1989-07-06,10.0,93.0,84.0,27.0,97.0,98.0,2,62.629032258064505
4120,1989-07-06IND00022,1989-07-06,12.0,93.0,84.0,37.0,97.0,98.0,2,65.53225806451613
4121,1989-07-07IND00017,1989-07-07,10.0,90.0,76.0,22.0,97.0,98.0,2,59.77419354838709
4122,1989-07-07IND00019,1989-07-07,10.0,90.0,84.0,27.0,97.0,98.0,2,62.09677419354838
4123,1989-07-07IND00044,1989-07-07,18.0,90.0,84.0,98.0,97.0,98.0,3,81.70967741935483
4124,1989-07-09IND00008,1989-07-09,18.0,93.0,76.0,98.0,97.0,98.0,3,81.20967741935483
4125,1989-07-09IND00010,1989-07-09,18.0,93.0,39.0,98.0,97.0,98.0,3,76.43548387096773
4126,1989-07-10IND00018,1989-07-10,12.0,90.0,84.0,27.0,97.0,98.0,2,62.41935483870967
4127,1989-07-10IND00025,1989-07-10,10.0,67.0,5.0,98.0,97.0,98.0,2,66.14516129032258
4128,1989-07-10IND00026,1989-07-10,0.0,67.0,76.0,98.0,97.0,98.0,3,73.69354838709675
4129,1989-07-10IND00047,1989-07-10,10.0,67.0,48.0,22.0,97.0,98.0,2,52.08064516129031
4130,1989-07-11IND00011,1989-07-11,15.0,67.0,84.0,98.0,97.0,97.0,3,77.03225806451611
4131,1989-07-11IND00012,1989-07-11,10.0,47.0,84.0,98.0,97.0,95.0,3,72.4516129032258
4132,1989-07-11IND00015,1989-07-11,0.0,92.0,62.0,98.0,97.0,98.0,3,76.32258064516128
4133,1989-07-11IND00043,1989-07-11,12.0,93.0,76.0,45.0,97.0,98.0,2,66.56451612903224
4134,1989-07-11IND00046,1989-07-11,10.0,67.0,48.0,13.0,97.0,98.0,1,49.758064516129025
4135,1989-07-12IND00001,1989-07-12,12.0,67.0,62.0,27.0,97.0,98.0,2,55.49999999999999
4136,1989-07-12IND00007,1989-07-12,15.0,82.0,5.0,2.0,97.0,98.0,1,44.838709677419345
4137,1989-07-12IND00014,1989-07-12,10.0,67.0,5.0,98.0,97.0,98.0,2,66.14516129032258
4138,1989-07-12IND00030,1989-07-12,10.0,67.0,5.0,98.0,97.0,98.0,2,66.14516129032258
4139,1989-07-12IND00036,1989-07-12,12.0,90.0,84.0,98.0,97.0,98.0,3,80.74193548387096
4140,1989-07-12IND00037,1989-07-12,15.0,90.0,76.0,98.0,97.0,95.0,3,79.85483870967741
4141,1989-07-12IND00050,1989-07-12,0.0,67.0,76.0,22.0,97.0,98.0,2,54.08064516129031
4142,1989-07-12IND00051,1989-07-12,0.0,67.0,84.0,10.0,97.0,98.0,2,52.01612903225806
4143,1989-07-13IND00002,1989-07-13,10.0,67.0,45.0,2.0,97.0,30.0,1,38.854838709677416
4144,1989-07-13IND00003,1989-07-13,10.0,67.0,62.0,71.0,97.0,98.0,2,66.53225806451611
4145,1989-07-13IND00004,1989-07-13,12.0,67.0,84.0,53.0,97.0,98.0,2,65.04838709677418
4146,1989-07-13IND00005,1989-07-13,12.0,67.0,34.0,2.0,97.0,98.0,1,45.43548387096774
4147,1989-07-13IND00035,1989-07-13,12.0,93.0,68.0,27.0,97.0,98.0,2,60.88709677419354
4148,1989-07-13IND00042,1989-07-13,12.0,92.0,68.0,18.0,97.0,98.0,2,58.387096774193544
4149,1989-07-17IND00038,1989-07-17,12.0,67.0,62.0,18.0,97.0,98.0,2,53.1774193548387
4150,1989-07-19IND00016,1989-07-19,10.0,67.0,68.0,98.0,97.0,98.0,3,74.27419354838709
4151,1989-07-19IND00028,1989-07-19,15.0,67.0,84.0,98.0,97.0,98.0,3,77.14516129032256
4152,1989-07-20IND00027,1989-07-20,0.0,82.0,68.0,98.0,97.0,98.0,3,75.32258064516128
4153,1989-07-23IND00039,1989-07-23,0.0,67.0,5.0,98.0,97.0,98.0,2,64.53225806451611
4154,1989-07-25IND00034,1989-07-25,18.0,67.0,48.0,18.0,97.0,98.0,2,52.33870967741935
4155,1989-07-25IND00041,1989-07-25,18.0,67.0,84.0,18.0,97.0,98.0,2,56.98387096774192
4156,1989-07-26IND00023,1989-07-26,0.0,93.0,84.0,98.0,97.0,98.0,3,79.33870967741933
4157,1989-07-27IND00024,1989-07-27,0.0,90.0,84.0,98.0,97.0,98.0,3,78.80645161290322
4158,1989-07-28IND00009,1989-07-28,18.0,93.0,39.0,98.0,97.0,90.0,3,75.53225806451611
4159,1989-07-28IND00029,1989-07-28,12.0,47.0,53.0,18.0,97.0,98.0,1,48.46774193548386
4160,1989-07-28IND00033,1989-07-28,15.0,47.0,53.0,98.0,97.0,98.0,2,69.59677419354837
4161,1989-07-28IND00045,1989-07-28,18.0,93.0,39.0,98.0,97.0,98.0,3,76.43548387096773
4162,1989-07-28IND00048,1989-07-28,0.0,82.0,84.0,98.0,97.0,98.0,3,77.38709677419352
4163,1989-07-28IND00049,1989-07-28,0.0,90.0,84.0,98.0,97.0,98.0,3,78.80645161290322
4164,1989-08-01IND00013,1989-08-01,0.0,67.0,5.0,98.0,97.0,98.0,2,64.53225806451611
4165,1989-08-04IND00017,1989-08-04,12.0,55.0,84.0,27.0,97.0,98.0,2,56.20967741935483
4166,1989-08-04IND00019,1989-08-04,12.0,92.0,84.0,45.0,97.0,98.0,2,67.41935483870967
4167,1989-08-04IND00038,1989-08-04,12.0,82.0,45.0,18.0,97.0,95.0,2,53.30645161290321
4168,1989-08-05IND00018,1989-08-05,12.0,92.0,84.0,27.0,97.0,98.0,2,62.77419354838709
4169,1989-08-07IND00028,1989-08-07,12.0,93.0,84.0,98.0,97.0,97.0,3,81.16129032258063
4170,1989-08-07IND00031,1989-08-07,0.0,67.0,76.0,18.0,97.0,98.0,2,53.048387096774185
4171,1989-08-08IND00004,1989-08-08,15.0,47.0,84.0,13.0,97.0,98.0,2,51.66129032258064
4172,1989-08-08IND00005,1989-08-08,18.0,67.0,84.0,13.0,97.0,98.0,2,55.69354838709677
4173,1989-08-08IND00020,1989-08-08,12.0,93.0,84.0,22.0,97.0,98.0,2,61.661290322580626
4174,1989-08-08IND00021,1989-08-08,12.0,93.0,84.0,22.0,97.0,98.0,2,61.661290322580626
4175,1989-08-08IND00022,1989-08-08,12.0,92.0,84.0,45.0,97.0,98.0,2,67.41935483870967
4176,1989-08-08IND00029,1989-08-08,10.0,67.0,25.0,10.0,97.0,98.0,1,46.01612903225806
4177,1989-08-08IND00044,1989-08-08,89.0,90.0,84.0,98.0,97.0,98.0,4,93.16129032258064
4178,1989-08-08IND00047,1989-08-08,10.0,82.0,57.0,8.0,97.0,97.0,2,52.177419354838705
4179,1989-08-09IND00001,1989-08-09,10.0,67.0,62.0,18.0,97.0,97.0,2,52.74193548387096
4180,1989-08-09IND00007,1989-08-09,15.0,82.0,5.0,2.0,97.0,98.0,1,44.838709677419345
4181,1989-08-09IND00012,1989-08-09,12.0,90.0,84.0,98.0,97.0,97.0,3,80.62903225806451
4182,1989-08-09IND00030,1989-08-09,0.0,67.0,5.0,98.0,97.0,98.0,2,64.53225806451611
4183,1989-08-09IND00036,1989-08-09,12.0,93.0,84.0,98.0,97.0,97.0,3,81.16129032258063
4184,1989-08-09IND00037,1989-08-09,12.0,82.0,84.0,98.0,97.0,97.0,3,79.20967741935482
4185,1989-08-09IND00043,1989-08-09,12.0,93.0,84.0,22.0,97.0,98.0,2,61.661290322580626
4186,1989-08-09IND00046,1989-08-09,12.0,90.0,39.0,8.0,97.0,97.0,2,51.596774193548384
4187,1989-08-10IND00002,1989-08-10,0.0,67.0,53.0,2.0,97.0,30.0,1,38.274193548387096
4188,1989-08-10IND00003,1989-08-10,0.0,67.0,62.0,80.0,97.0,98.0,2,67.24193548387096
4189,1989-08-10IND00050,1989-08-10,0.0,67.0,84.0,10.0,97.0,98.0,2,52.01612903225806
4190,1989-08-10IND00051,1989-08-10,0.0,67.0,76.0,13.0,97.0,98.0,2,51.75806451612903
4191,1989-08-11IND00008,1989-08-11,18.0,82.0,76.0,98.0,97.0,95.0,3,78.91935483870967
4192,1989-08-11IND00010,1989-08-11,18.0,92.0,22.0,98.0,97.0,97.0,3,73.9516129032258
4193,1989-08-11IND00035,1989-08-11,12.0,93.0,76.0,45.0,97.0,98.0,2,66.56451612903224
4194,1989-08-11IND00042,1989-08-11,12.0,93.0,84.0,18.0,97.0,98.0,2,60.6290322580645
4195,1989-08-14IND00009,1989-08-14,18.0,90.0,17.0,98.0,97.0,95.0,3,72.7258064516129
4196,1989-08-14IND00011,1989-08-14,15.0,82.0,84.0,98.0,97.0,97.0,3,79.69354838709677
4197,1989-08-17IND00027,1989-08-17,0.0,82.0,68.0,98.0,97.0,98.0,3,75.32258064516128
4198,1989-08-23IND00023,1989-08-23,10.0,93.0,84.0,98.0,97.0,98.0,3,80.9516129032258
4199,1989-08-23IND00034,1989-08-23,12.0,67.0,57.0,22.0,97.0,98.0,2,53.56451612903225
4200,1989-08-23IND00041,1989-08-23,12.0,67.0,48.0,10.0,97.0,98.0,1,49.30645161290322
4201,1989-08-24IND00015,1989-08-24,0.0,90.0,53.0,98.0,97.0,98.0,3,74.80645161290322
4202,1989-08-24IND00045,1989-08-24,18.0,93.0,5.0,98.0,97.0,90.0,3,71.14516129032256
4203,1989-08-25IND00016,1989-08-25,0.0,92.0,68.0,98.0,97.0,98.0,3,77.09677419354837
